topic,ques,options,type,ans,img,pageUrl,ans_detail
general science physics mcqs,"Consider the following differences between bacteria and cyanobacteria:While bacteria are prokaryotic organisms, cyanobacteria are eukaryotic organismsBacteria are comparatively smaller in size than cyanobacteria Which of the above statements is/are correct?","[""Only 1"",""Only 2"",""Both 1 &amp; 2"",""Neither 1 nor 2""]",multiple choice,Only 2,,https://www.gktoday.in/quizbase/general-science-physics-mcqs?pageno=2,Notes:First statement is incorrect because both bacteria and cyanobacteria are prokaryotic organisms.
general science physics mcqs,Consider the following statements with respect to the Thermionic emission: 1,"[""Only 1"",""Only 2"",""Both 1 &amp; 2"",""Neither 1 nor 2""]",multiple choice,Both 1 & 2,,https://www.gktoday.in/quizbase/general-science-physics-mcqs?pageno=2,"Notes:The thermionic emission is cased by electrons or ions that break loose from the metal surface due to heat energy. The minimum heat energy required to make a metal emit an electron (thermion), from its surface is called threshold energy or work function. Electron volt (eV): It is the smallest unit of work and is generally used to measure threshold energy. It is defined as the amount of work done, when a charge of 1.6 × 10–19 coulombs (charge of one electron), moves through two points in an electric field, at a potential difference of one volt. 1 eV = 1.6 × 10–19 C × V = 1.6 × l0–19 J. The minimum temperature at which a particular material emits thermions from its surface on heating is called threshold temperature. A metal cannot emit thermions at all temperatures. The thermions are emitted by a metal only when its temperature is higher than the threshold temperature. (b) 1eV = 1.6 × l0–19 C × 1 V = 1.6 × l0–19 J"
general science physics mcqs,Which among the following statements with reference to Rainbow is / are correct? 1,"[""Only 1 is correct"",""Only 2 is correct"",""Both 1 &amp; 2 are correct"",""Neither 1 nor 2 is correct""]",multiple choice,Neither 1 nor 2 is correct,,https://www.gktoday.in/quizbase/general-science-physics-mcqs?pageno=2,"Notes:The first statement need knowledge and second statement needs some commonsense. Beautiful rainbows, which sometimes arch across the sky during rain showers, do not appear during snow showers. This is because a snowflake has a different shape than a raindrop. When raindrops fall from the sky, they are round like tiny balls. To form a rainbow, the sun must shine on the raindrops. When a ray of sunlight reaches a raindrop, some of the light enters the drop and refracts. This means that the ray bends at the surface of the drop and changes its direction. Different colors of light refract in slightly different directions. This is how the white sunlight, which is really a combination of red, orange, yellow, green, blue and violet light, gets separated into different colors. Then each colored ray of light takes its own path inside the raindrop and exits in a different direction. Therefore, when you look up at the rain in the sky, each color of light comes at you from a different direction, and you see a rainbow. In contrast to the simple round shape of raindrops, snowflakes are six-sided and flat. When sunlight shines on snowflakes tumbling and falling through the air, the many different surfaces of the snowflakes cause the light to be refracted and reflected in many different directions, and the light is too scattered to form a rainbow. However, in special situations snowflakes can create interesting and beautiful displays with sunlight. Parahelia, sometimes called “mock suns” or “sun dogs,” are bright spots that appear to the left and right of the sun. They form when rays of sunlight refract through thin plate-like snowflakes that are falling flat through calm air. Often each bright spot has a reddish side and a bluish side. The rainbow is not located at a specific distance, but comes from any water droplets viewed from a certain angle relative to the Sun’s rays. Thus, a rainbow is not a physical object, and cannot be physically approached. Indeed, it is impossible for an observer to manoeuvre to see any rainbow from water droplets at any angle other than the customary one of 42 degrees from the direction opposite the Sun. Even if an observer sees another observer who seems “under” or “at the end” of a rainbow, the second observer will see a different rainbow further off-yet, at the same angle as seen by the first observer."
general science physics mcqs,"With reference to Voltmeter and Ammeter, consider the following statements:1","[""Only 1"",""Only 2"",""Both 1 &amp; 2"",""Neither 1 nor 2""]",multiple choice,Only 2,,https://www.gktoday.in/quizbase/general-science-physics-mcqs?pageno=2,Notes:
general science physics mcqs,Consider the following statements:Speed of sound increases with increase in density of the mediumSpeed of sound increases with increase in temperature of the medium    Which of the above statements is/are correct?,"[""1 Only"",""2 Only"",""Both 1 &amp; 2"",""Neither 1 nor 2""]",multiple choice,2 Only,,https://www.gktoday.in/quizbase/general-science-physics-mcqs?pageno=2,"Notes:When the elasticity of the medium increases the density decreases and it increases the sound speed. Higher temperatures lower the density of a medium, which puts less resistance on the sound waves. "
general science physics mcqs,Nuclear Reactors are based on which of the following phenomenon?,"[""Magnetic confinement of Plasma"",""Nuclear Fusion"",""Controlled Nuclear Fission"",""None of the above""]",multiple choice,Controlled Nuclear Fission,,https://www.gktoday.in/quizbase/general-science-physics-mcqs?pageno=2,"Notes:Nuclear Reactors uses Controlled Nuclear Fission to generate electricity. A nuclear reactor splits the atoms of nuclear fuel (eg. uranium) to generate energy to turn water into steam to drive turbine generators. Nuclear fission is the splitting of a heavy nucleus into two lighter ones. Fission was discovered in 1938 by the German scientists Otto Hahn, Lise Meitner, and Fritz Strassmann."
general science physics mcqs,kg m2is the unit of which of the following physical quantities?,"[""Linear Momentum"",""Angular Momentum"",""Angular Impulse"",""Moment of Inertia""]",multiple choice,Moment of Inertia,,https://www.gktoday.in/quizbase/general-science-physics-mcqs?pageno=2,Notes: kg m2is the unit of Moment of Inertia. The moment of inertia is a physical quantity which describes how easily a body can be rotated about a given axis. It is a rotational analogue of mass. Moment of Inertia = mass x (radius of gyration)2
general science physics mcqs,"What is the slope of the velocity-time graph when an object moves with constant negative acceleration, having positive initial velocity?","[""90°"",""more than 90°"",""less than 90°"",""0°""]",multiple choice,more than 90°,,https://www.gktoday.in/quizbase/general-science-physics-mcqs?pageno=2,"Notes:When an object moves with constant negative acceleration, having positive initial velocity, the velocity-time graph is a straight line having slope more than 90°. When an object moves with constant positive acceleration, having positive initial velocity, the velocity-time graph is a straight line having slope less than 90°."
general science physics mcqs,The acceleration at a given instant of time is called as:,"[""Average acceleration"",""Instantaneous acceleration"",""Variable acceleration"",""Zero acceleration""]",multiple choice,Instantaneous acceleration,,https://www.gktoday.in/quizbase/general-science-physics-mcqs?pageno=2,"Notes:The acceleration of an object at a given instant of time is called Instantaneous acceleration. When an object moves with variable acceleration, then it possesses different acceleration at different point of time."
general science for competitive examinations,The Newton’s third law is applicable when:,"[""bodies are at rest"",""bodies are in motion"",""bodies are in the air"",""bodies are at rest or in motion""]",multiple choice,bodies are at rest or in motion,,https://www.gktoday.in/quizbase/general-science-for-competitive-examinations?pageno=2,Notes:The Newton’s third law is applicable whether the bodies are at rest or in motion. It states that to every action there is an equal and opposite reaction.
general science for competitive examinations,Choose the correct statement about weight:,"[""It is a scalar quantity"",""Its value is independent of g"",""It is determined by a spring balance"",""None of the above""]",multiple choice,It is determined by a spring balance,,https://www.gktoday.in/quizbase/general-science-for-competitive-examinations?pageno=2,Notes:Weight is the attractive force exerted by earth on any body. Its value changes with g. It is determined by a spring balance. It is a vector quantity.
general science for competitive examinations,The minimum speed required to put a satellite into a given orbit around earth is known as:,"[""Escape velocity"",""Orbital velocity"",""Kinetic velocity"",""None of the above""]",multiple choice,Orbital velocity,,https://www.gktoday.in/quizbase/general-science-for-competitive-examinations?pageno=2,"Notes:The minimum speed required to put a satellite into a given orbit around earth is known as Orbital velocity of the satellite. Orbital velocity (v) = (GM/r)1/2 where G= gravitational constant, M= mass of the earth and r = radius of the orbit of the satellite."
general science for competitive examinations,Which of the following is the orbital velocity of a satellite orbiting very close to the surface of earth?,"[""7.92 km/s"",""9.8 km/s"",""11.2 km/s"",""14.8 km/s""]",multiple choice,7.92 km/s,,https://www.gktoday.in/quizbase/general-science-for-competitive-examinations?pageno=2,"Notes:In this case, the radius of the orbit will be nearly equal to the radius of earth. The orbital velocity of a satellite orbiting very close to the surface of earth is 7.92 km/s."
